age,gender,study_hours_per_day,sleep_hours,social_media_hours,gaming_hours,exercise_minutes,assignments_completed,attendance_percentage,stress_level,productivity_score
19,Female,5.82,8.31,3.55,5.23,79,15,74.89,5,56.4
28,Female,1.93,3.53,4.57,1.23,17,1,66.28,8,35.08
17,Male,6.18,6.56,5.73,0.28,84,9,43.25,1,42.47
20,Female,4.05,8.65,2.22,2.92,31,13,79.69,1,55.32
29,Male,4.8,5.12,0.78,0.46,54,5,71.13,3,63.21
21,Other,9.62,8.9,7.25,0.58,113,15,69.16,1,82.25
23,Female,5.77,8.48,7.6,2.22,28,6,97.87,10,53.81
17,Female,1.92,7.06,5,5.17,34,7,74.63,3,56.84
19,Male,4.71,4.77,4.09,5.23,73,0,95.88,8,28.78
18,Male,2.67,9.03,0.43,4.65,28,0,81.21,2,65.03
25,Male,1.79,3.21,3.33,0.75,110,11,51.7,6,37.52
26,Male,7.27,7.15,2.72,2.49,59,1,73.4,6,51.42
22,Male,6.47,8.48,3.07,1.28,97,12,84.81,2,58.53
26,Female,5.23,6.4,5.75,0.82,8,12,84.8,6,55.15
19,Male,4.52,3.72,2.89,4.29,46,17,46.83,1,49.59
24,Female,3.56,8.84,6.33,1.3,41,19,46.19,10,32.9
24,Male,1.34,9.36,7.93,5.91,20,2,41.36,4,36.22
18,Male,3.34,6.94,4.37,4.77,18,0,78.96,5,50.25
22,Female,8.46,8.51,2.22,4.78,65,8,63.71,6,70.91
23,Female,7.94,7.28,7.66,4.29,66,7,87.75,3,77.74
18,Male,9.74,7.01,5.85,1.4,1,18,92.42,7,81.3
27,Male,6.73,3.92,1.8,1.21,17,3,86.2,1,61.62
26,Female,5.76,6.06,7.96,1.36,47,4,70.17,1,56.81
18,Male,3.31,7.75,0.08,3.09,109,16,70.16,4,43.57
26,Male,1.23,6.18,4.61,0.81,26,11,48.51,1,32.13
17,Female,6.37,7.32,5.48,4.29,48,12,77.29,8,47.86
24,Male,5.14,9.26,1.46,4.77,21,13,60.54,1,42.35
17,Male,7.71,5.56,0.41,4.72,13,16,44.68,10,48.74
25,Female,4.41,8.8,0.06,6,106,19,79.88,6,60.83
27,Female,9.86,3.2,7.41,5.33,80,18,78.73,9,62.49
22,Male,4.28,8.97,4.66,5.11,88,6,41.99,3,41.89
23,Female,3.66,3.75,1.37,0.15,116,13,98.88,4,27.17
29,Male,8.77,5.25,4.93,4.2,50,10,44.16,5,55.33
26,Female,4.26,6.59,0.02,3.56,0,6,50.98,2,41.22
23,Female,8.77,7.55,2.99,4.25,30,14,82.39,4,62.25
26,Male,0.76,9.67,6.14,1.14,22,12,85.81,3,40
19,Male,7.08,5.15,0.8,2.82,25,4,59.27,8,45.13
18,Male,1.18,3.6,4.83,0.7,27,13,77.92,3,22.17
25,Female,1.91,6.21,2.53,5.79,58,2,60.03,6,35.08
24,Female,7.15,5.42,0.79,0.27,79,14,59.8,1,57.88
29,Male,3.25,7.2,6.6,5.62,114,0,95.7,7,34.53
28,Male,2.5,9.46,4.39,0.89,23,7,82.9,10,48.03
26,Male,8.11,7.5,6.33,0.65,102,19,71.04,6,62.26
23,Male,9.49,7.05,7.75,4.94,46,13,53.61,1,62.26
25,Male,2.71,4.72,1.47,3.9,101,1,58.48,10,28.21
20,Female,3.51,4.85,1.1,1.56,106,6,94.89,3,48.93
29,Female,7.28,6.05,7.85,0.91,9,14,73.21,10,42.71
20,Other,8.25,9.24,1.87,0.46,110,12,72.73,1,85.44
17,Female,9.99,7.06,3.42,4.32,96,18,61.32,6,60.82
24,Female,3.1,6.46,6.69,1.01,75,7,46.79,5,39.63
28,Female,5.79,6.8,1.84,2.63,15,0,70.42,8,39.98
19,Female,1.77,8.84,5.69,5.54,18,14,96.5,2,41.9
23,Male,3.64,7.75,6.29,4.62,72,7,80.19,7,35.4
28,Male,0.93,9.49,3.97,3.27,109,19,61.25,9,20.16
18,Male,2.5,7.07,3.9,4.14,58,13,88.23,7,38.74
18,Female,5.31,4.37,1.83,4.09,65,5,93.6,7,47.12
23,Female,2.06,3.13,5.01,4.12,92,2,57.28,1,34.99
22,Male,8.95,5.22,1.61,4.69,10,5,58.43,2,69.01
19,Female,7.25,3.44,2.1,5.53,68,0,79.56,2,58.96
25,Female,0.76,5.85,4.77,5.5,111,16,71.56,10,6.56
26,Male,8.83,4.32,2.22,0.95,69,14,63.75,3,72.69
29,Male,9.78,5.83,3.71,4.14,97,19,52.14,2,56.12
22,Male,5.27,5.79,7.6,4.85,85,17,57.52,5,55.26
26,Male,3.49,4.93,4.76,1.43,63,1,56.61,8,24.14
26,Female,3,7.57,6.01,5.93,70,4,44.05,1,55.36
22,Female,1.33,6.03,5.62,0.05,96,9,43.72,9,32.62
17,Female,5.17,9.25,7.62,4.41,89,7,71.77,5,63.83
20,Female,0.98,3.53,0.85,3.53,81,18,83.7,1,43.55
26,Female,5.29,5.87,1.47,0.44,28,0,53.26,3,48.03
22,Female,2.9,8.43,5.49,2.27,23,1,87.56,4,44.75
22,Female,5.03,6.46,6.77,1.98,10,14,99.68,1,67.74
27,Female,4.47,9.76,5.97,0.1,47,10,87.86,4,50.63
28,Female,3.4,4.22,1.18,3.69,50,2,62.21,5,39.53
21,Male,4.76,5.21,5.44,1.19,104,18,87.64,10,31.35
17,Female,5,3.81,5.03,2.96,79,15,67.04,8,39.36
24,Male,8.42,4.73,4.3,5.63,65,5,58.21,7,49.8
21,Female,6.82,7.71,4.51,1.81,42,13,61.09,4,67.21
28,Male,4.61,6.41,4.86,0.76,19,4,79.95,1,55.04
28,Male,9.1,4.13,1.45,0.47,66,12,42.48,6,47.34
28,Other,7.68,6.32,2.66,1.26,106,19,91.5,4,59.34
21,Male,1.22,8.93,4.9,5.16,94,16,78.05,9,22.24
23,Male,1.96,6.08,0.64,5.61,98,8,94.95,4,44.03
20,Male,1.28,3.09,5.68,1.1,103,10,77.77,10,20.43
22,Female,3.53,3.38,5.96,5.34,36,3,86.15,8,38.53
29,Female,4.64,6.07,1.15,5.5,84,19,79.52,2,42.84
20,Female,5.29,7.15,2.27,3.84,96,0,76.6,5,57.91
19,Female,8.59,9.21,1.85,2.6,110,2,88.92,6,86.52
23,Male,0.67,9.87,1.68,3.01,10,9,58.05,4,53.48
24,Male,4.57,9.86,2.93,0.3,100,15,40.44,7,55.69
20,Male,4.4,6.91,6.04,2.58,1,8,67.14,10,52.25
29,Female,9.5,3.25,3.25,4.4,71,4,72.43,4,68.34
18,Female,2.79,4.49,4.28,4.11,72,3,71.98,7,12.74
28,Male,1.66,6.04,0.98,0.26,36,2,40.85,9,28.03
26,Male,1.85,9.16,4.92,2.38,96,13,74.56,5,46.58
19,Male,5.44,3.15,7.99,5.68,94,15,69.72,1,59.56
17,Female,4.21,6.57,5.83,5.49,13,8,78.23,7,57.51
24,Male,7.66,7.57,3.88,1.85,51,17,99.7,4,80.74
19,Male,3.57,5.02,3.77,3.27,116,18,53.58,7,25.19
28,Male,1.72,5.21,7.38,4.26,108,10,41.8,5,13.49
26,Female,4.18,5.72,3.26,0.2,25,9,98.67,6,56.46
23,Female,8.89,4.92,5.81,1.59,104,15,82.6,7,57.02
26,Male,4.35,6.06,4.88,3.81,8,14,55.22,5,31.25
21,Female,8.42,4.11,5.01,4.64,26,7,98.74,8,53.3
26,Female,4.03,4.4,0.67,0.99,91,16,45.81,9,35.96
21,Other,3.17,3.26,5.33,2.23,67,9,58.95,5,21.96
23,Male,7.86,5.88,5.14,0.6,116,0,64.21,4,68.48
25,Female,2.49,7.95,5.93,0.93,43,15,66.51,7,57.82
28,Female,2.7,6.54,5.42,0.73,95,16,64.24,6,47.13
21,Male,0.97,6.71,7.04,5.31,62,6,62.47,7,33.66
17,Female,2.28,6.15,7.98,3.26,51,7,57.79,8,32.81
26,Male,4.1,7.09,1.53,0.08,42,10,79.18,7,53.93
26,Male,4.3,4.61,7.11,1.81,108,14,93.94,6,26.84
17,Male,4.5,4.45,2.34,0.02,113,5,85.2,3,40.92
18,Male,5.06,9.59,2.1,2.77,107,9,52.22,3,48.81
22,Male,5.93,6.15,1.8,3.02,72,7,41.69,9,36.35
25,Male,2.3,8.79,4.37,2.88,88,3,69.55,2,56.86
24,Female,6.33,9.42,4.22,3.71,81,8,86.33,3,65.89
29,Female,3.7,7.3,6.8,4.23,97,17,93.75,5,56.62
21,Male,7.47,5.09,3.51,3.87,27,12,61.2,7,52.92
17,Female,5.79,7.76,6.27,5.8,111,10,68.07,10,42.83
29,Female,5.77,6.02,7.79,5.83,11,15,42.72,2,63.09
23,Male,7.01,9.81,1.55,1.25,89,19,51.4,3,60.36
21,Male,3.66,8.68,0.67,0.56,117,18,84.56,2,49.39
22,Female,4.58,8.7,2.8,3.01,51,7,58.49,9,57.81
29,Female,6.04,7.12,7.67,4.35,49,3,71.28,6,47.96
23,Male,4.5,3.06,6.26,5.86,53,10,59.55,10,11.82
19,Male,4.72,8.82,3.63,2.67,80,0,52.43,3,35.25
28,Female,3.09,3.18,0.74,0.87,38,7,90.77,5,49.24
26,Other,3.23,3.86,2.37,3.09,28,19,77.18,7,30.81
19,Male,7.14,8.87,7.09,1.96,100,11,65.46,5,62.95
21,Other,0.54,4.53,1.23,2.04,32,15,91.47,7,21.81
22,Male,1.41,8.89,5.23,2.84,54,19,45.02,1,40.4
25,Male,9.51,4.65,4.9,0.83,5,15,51.16,4,64.32
29,Male,2.28,8.39,2.48,0.41,60,8,43.04,1,40.14
28,Female,4.47,6.8,4.72,3.61,105,10,57.87,10,38.18
21,Male,8.57,7.7,5.9,1.7,105,8,87.69,4,81.33
17,Male,0.5,8.87,0.47,4.31,118,17,75.61,9,21.36
20,Female,9.29,9.89,6.38,4.05,6,10,57.93,5,88.46
21,Other,1.01,3.6,3.68,4.69,25,16,92.25,10,23.5
28,Male,2.12,7.8,1.78,0.31,57,6,60.81,1,35.86
26,Male,0.78,9.71,4.31,0.37,44,15,52.09,10,15.61
26,Female,5.44,5.62,0.47,0.1,7,12,89.87,6,37.79
21,Female,9.46,5.34,6.73,2.74,58,12,88.24,5,69.48
23,Male,8.47,7.76,7.94,0.89,43,11,72.97,3,75.92
20,Female,6.58,5.81,5.42,4.97,110,4,56.86,9,44.09
17,Male,2.26,4.5,2.54,3.52,101,2,66.25,8,26.55
21,Female,8.76,4.13,7.14,1.47,102,16,58.03,9,37.6
23,Male,7.67,4.35,2.5,3.89,101,8,45.48,5,51.77
26,Female,3.04,7.93,2.89,5.97,98,0,42.06,4,51.92
26,Male,8.15,9.43,7.38,1.88,96,17,51.99,4,56.71
22,Female,8.83,8.64,4.96,0.11,60,3,80.31,6,67.89
21,Female,7.13,6.14,3.04,1.59,112,4,52.57,5,41.46
20,Male,1.45,6.7,3.54,0.16,61,8,92.28,4,41.18
18,Female,9.85,7.34,5.44,3.88,18,19,79.57,5,92.76
20,Male,1.22,7.06,5.22,4.76,50,1,48.2,7,33.39
26,Female,6.72,9.78,2.91,5.23,59,15,87.95,7,67.28
26,Other,1.55,9.21,0.96,5.01,94,1,75.47,6,27.07
19,Female,9.1,3.3,3.37,5.54,0,19,89.33,2,51.77
26,Female,3.82,8.85,5.36,4.44,116,13,60.74,10,37.08
17,Female,5.36,3.8,2.13,0.01,42,12,87.88,6,41.44
24,Male,2.2,7.83,7.07,4.12,36,12,76.51,10,53.36
21,Male,5.69,5,2.71,3.81,11,11,93.97,5,43.71
29,Female,9.42,8.41,1.64,1.43,102,1,92.06,7,89.09
20,Female,9.07,3.06,3.36,5.94,54,13,84.26,6,55.97
24,Female,1.11,5.68,1.9,3.5,72,4,43.3,9,32.44
23,Female,4.09,3.15,3.64,2.32,28,13,55.94,5,47.75
18,Male,3.04,9.67,0.71,2.11,17,6,67.66,8,59.54
17,Male,5.07,3.11,3.5,3.99,64,18,54.8,2,39.75
28,Male,8.42,4.09,5.91,2.94,101,16,76.69,8,46
27,Female,7.52,6.77,2.26,4.53,21,3,41.83,8,61.01
20,Male,3.77,7.52,7.87,0.38,51,15,82.23,5,48.21
24,Male,4.14,8.1,1.48,1.6,68,6,40.08,2,39.03
28,Female,6.72,4.73,2.75,0.95,54,2,97.93,6,57.3
18,Female,2.35,5.11,3.94,0.45,60,10,67.26,5,26.45
19,Female,1.48,4.68,6.75,0.98,89,16,71.58,1,26.28
28,Other,2.8,4.71,3.48,4.27,51,11,41.33,6,42.64
17,Female,1.68,8.47,5.89,1.79,63,19,90.93,7,48.4
17,Male,3.84,9.64,0.12,0.34,32,12,88.29,7,67.83
29,Female,9.41,7.17,0.2,1.59,117,3,52.12,4,78.9
19,Male,1.64,4.1,0.3,4.32,44,13,44.67,2,30.44
27,Female,8.27,3.46,0.19,2.04,94,2,58.91,8,42.07
21,Female,5.58,4.67,1.64,5.85,94,13,43.55,2,26.37
28,Female,6.51,4.24,4.77,0.92,49,17,44.51,4,46.32
19,Male,2.12,7.05,6.32,4.75,38,1,45.12,5,29.91
17,Male,1.94,7.89,4.54,4.61,110,4,64.45,7,54.01
17,Female,2.05,3.03,0.65,1.66,11,16,94.06,5,36.98
24,Male,6.84,6.08,5.63,3.86,13,12,43.79,7,37.62
26,Other,7.6,7.36,4.42,2.35,15,5,85.44,6,69.23
27,Female,9.24,4.35,2.53,2.38,37,5,40.3,9,42.45
28,Female,4.28,9.31,1.41,0.49,108,8,81.51,9,38.26
29,Female,4.89,6.84,0.65,0.18,42,12,69.35,9,27.91
29,Female,4.96,5.42,3.96,2.7,100,12,51.58,3,31.52
28,Male,3.06,3.13,6.73,3.15,43,13,92.41,3,51.17
18,Male,3.62,6.39,0.81,3.82,90,16,76.33,4,41.74
29,Female,8.54,5.35,0.85,2.93,57,3,94.07,1,63.87
19,Female,3.77,9.79,2.2,3.9,111,11,82.96,10,55.54
18,Female,8.76,5.65,3.04,0.9,49,12,51.41,7,66.44
19,Other,3.4,9.45,7.94,1.58,5,5,56.01,5,64.47
23,Male,3.73,7.8,4.31,1.82,86,18,81.07,10,40.88
17,Male,5.82,3.52,6.62,0.36,22,19,71.91,8,45.76
26,Male,1.48,9.53,1.8,3.08,88,8,78.78,7,51.21
24,Female,9.26,4.18,7.28,2.37,35,3,80.54,2,67.22
29,Male,8.29,6.14,5.95,2.21,39,8,63.65,3,62.21
26,Male,6.87,9.46,2.67,0.45,67,12,97.05,4,78.67
26,Female,9.89,8.8,6.04,0.84,22,19,79.97,4,77.32
26,Male,0.65,6.41,7.09,0.37,82,10,80.23,6,22.2
18,Female,4.41,4.45,2.88,4.42,113,10,45.18,4,48.39
19,Female,8.65,6.56,6.65,4.27,97,0,63.85,8,57.07
25,Male,4.61,6.83,3.56,0.36,15,9,96.93,8,41.67
23,Male,0.55,9.98,5.96,0.97,63,16,58.07,4,41.19
20,Female,2,8.77,2.36,3.24,116,16,53.72,2,33.98
26,Male,4.62,9.03,5.53,3.7,8,5,55.56,6,53.95
21,Male,6.85,9.9,7.01,2.23,65,4,43.79,2,63.69
18,Male,2.05,6.66,3.84,2.74,43,4,64.71,7,34.21
29,Male,4.76,7.1,6.23,5.9,2,17,83.43,2,56.95
27,Female,0.62,6.18,4.45,2.1,112,12,70.33,1,38.73
29,Male,5.04,3.88,6.79,1.65,10,11,87.77,8,35
24,Female,9.01,6.68,1.9,3.64,24,15,45.58,7,48.15
20,Male,6.17,7.08,0.19,2.32,78,4,77.97,10,38.47
25,Female,4.69,4.66,5.36,2.46,54,17,75.7,8,41.9
21,Female,2.04,8.48,6.22,5.31,44,6,74.11,3,52.56
29,Female,2.42,3.87,0.63,4.24,10,18,65.99,9,20.26
25,Female,1.23,6.51,5.27,2.63,53,14,97.17,8,32.76
20,Male,7.55,7.64,1.68,2.44,104,5,41.66,10,46.65
26,Female,1.23,3.38,7.92,2.36,101,12,95.32,5,18.98
21,Male,4.15,8.63,6.26,5.91,101,4,95.24,2,63.32
25,Male,7.62,5.13,1.24,3.41,87,6,99.83,10,61.14
24,Female,7.27,8.02,3.8,4.82,108,12,90.3,7,59.36
19,Male,5.99,3.76,6.3,1.73,103,3,95.28,8,49.82
17,Female,5.93,7.34,4.17,4.27,64,5,47.12,2,65.06
19,Male,1.36,6.9,7.83,4.2,73,4,90.96,10,34.03
20,Female,2.16,4.05,3.46,5.94,91,9,52.67,4,32.75
18,Female,5.58,7.37,7.1,1.87,71,8,70.49,8,62.28
17,Female,3.81,7.84,0.74,3.11,26,16,77.74,1,48.02
23,Female,0.68,6.49,4.39,3,22,16,64.11,1,20.18
24,Female,8.08,7.05,7.96,5.27,94,11,64.9,4,60.68
23,Female,6.71,9.21,5.43,1.59,60,1,48.49,9,57.7
21,Male,3.59,7.88,1.23,2.31,27,16,69.99,5,50.37
28,Female,1.43,9.34,5.28,5.69,51,7,82.71,1,42.55
17,Male,6.12,6.87,3.4,0.68,66,5,43.53,9,44.2
23,Male,3.81,4.22,5.63,1.17,62,4,58.99,6,40.66
29,Male,2.93,4.72,2.81,2.64,39,13,95.95,3,46.59
23,Male,7.35,4.23,3.96,2.63,8,10,69.25,3,57.14
25,Female,3.62,5.35,1.74,3.17,42,4,87.81,4,46.88
19,Female,1.79,6.34,1.29,2.46,2,6,43.55,7,28.15
25,Female,5.08,4.79,2.39,3.2,112,13,83.18,1,56.92
17,Female,8.37,6.33,6.21,4.83,66,6,95.61,9,71.15
17,Male,8.57,5.55,6.35,2.71,86,4,82.6,3,72.89
20,Male,8.57,6.89,4.35,0.36,111,18,47.1,3,61.66
25,Male,4.5,6,1.49,5.88,100,2,85.23,5,35.33
22,Female,8.01,6.04,6.47,5.67,99,16,63.78,9,45.16
29,Male,8.58,6.43,6.94,1.59,3,1,72.63,4,63.34
27,Female,4.87,9.92,0.82,0.86,27,15,85.88,9,54.73
19,Female,3.53,6.9,3.31,1.91,9,9,44.16,3,31.51
17,Female,7.17,8.06,4.41,4.32,17,0,86.84,5,50.6
20,Female,9.09,5.92,6.45,5.4,5,9,63.52,7,58.01
28,Female,9.74,5.28,5.06,0.2,103,13,91.96,3,72.15
29,Male,3.26,9.42,3.3,5.67,2,19,40.77,2,58.23
25,Male,9.58,8.2,3.71,0.18,22,7,68.12,7,82.2
19,Female,5.24,7.08,3.43,5.46,39,18,91.01,8,57.54
28,Female,3.41,5.36,1.01,3.29,32,16,83.97,6,38.88
25,Female,9.89,4.81,6.29,1.05,24,1,96.81,4,61.04
23,Male,8.84,4.76,0.51,5.01,27,14,96.59,1,66.73
28,Female,7.08,6.53,5.49,4.14,63,9,91.65,1,64.71
20,Male,9,9.12,1.22,5.8,74,2,59.07,1,65.44
19,Male,6.97,9.17,3.35,1.98,2,12,52.78,1,73.97
26,Male,4.68,8.21,0.97,0.97,54,13,52.03,9,49.57
21,Male,9.51,6.8,4.73,5.9,54,18,61.23,10,66.52
21,Male,9.65,4.64,7.21,5.18,114,8,40.51,4,58.44
19,Male,3.48,6.35,4.87,4.6,20,19,86.71,9,29.99
28,Female,3.87,7.86,3.14,2.59,78,12,69.66,10,59.07
25,Female,4.14,7.17,7.5,3.7,99,18,96.27,2,49.04
20,Female,8.31,6.6,2.37,1.59,3,14,62.51,7,59.79
27,Male,8.02,6,2.05,0.25,44,8,78.36,9,56.71
21,Other,9.84,8.27,5.72,2.34,41,8,82.13,1,86.57
20,Male,4.92,8.9,7.65,5.35,46,0,53.47,8,49.97
21,Male,7.5,8.06,6.23,3,57,15,40.85,7,58.11
23,Female,8.64,9.57,3.09,0.01,92,10,40.51,6,71.49
25,Male,2.6,8.46,2.2,0.55,62,5,65.28,10,32.89
23,Female,6.4,6.15,3.71,4.51,69,16,77.54,5,48.05
29,Female,5.7,7.32,5.93,4.34,23,6,44.24,3,49.72
21,Other,7.56,6.53,2.24,2.83,27,1,74.27,3,75.21
26,Female,7.11,6.82,6.71,5.73,80,14,63.75,7,50.08
26,Female,8.22,9.27,5.09,3.76,32,4,57.42,1,78.99
23,Male,3.46,5.11,3.86,2.92,86,14,72.44,10,23.43
26,Female,2.56,3.09,0.72,5.84,42,19,42.32,8,12.77
21,Male,8.15,7.87,3.36,0.45,4,16,73.45,5,60.4
19,Female,3.93,4.27,1.92,3.29,52,19,54.23,3,45.85
23,Female,3.23,4.08,4.07,5.03,83,12,55.57,8,28.83
29,Male,3.7,9.95,5.23,5.32,97,6,93.07,8,52.96
27,Female,1.13,4.87,2.54,1.69,81,7,72.36,9,43.01
27,Male,7.84,4.43,6.5,5.17,110,6,74.17,8,52.33
18,Male,7.29,4.34,6.94,0.9,37,13,68.05,10,43.62
28,Female,5.75,5.89,1.89,4.62,58,15,77.87,7,56.37
25,Male,7.3,5.87,0.22,2.33,0,2,75.04,7,65.32
26,Male,4.04,7.43,1.37,3.96,110,4,96.78,4,55.41
26,Male,3.31,3.73,3.63,3.29,61,14,95.72,10,29.87
28,Female,8.69,7.45,5.38,2.15,18,14,49.57,9,57.55
17,Male,4.51,6.18,4.77,2.97,74,10,78.07,1,46.59
29,Male,2.36,4.45,4.66,4.18,16,5,42.06,10,8.72
22,Female,7.62,8.45,1.85,4.95,40,0,60,8,76.31
23,Male,3.69,6.32,1.28,5.45,86,13,48.77,6,36.91
29,Male,2.51,8.02,0.29,2.26,1,3,87.55,3,50.83
24,Female,0.76,9.44,3.45,0.63,50,10,53.07,8,26.74
26,Female,9.72,5.47,2.41,3.5,93,12,74.91,6,50.52
25,Female,4.94,9.29,4.39,1.11,20,2,46.21,2,62.67
18,Male,2.04,4.4,4.82,5.04,112,12,46.4,5,38.19
27,Female,7.7,4.55,2.3,4.94,24,10,40.71,9,50.83
26,Female,8.93,7.65,4.43,2.05,36,5,44.4,7,72.05
18,Male,5.52,3.72,4.87,0.18,36,10,99.67,6,42.49
21,Male,0.77,6.18,7.04,3.49,54,6,86,1,35.58
29,Other,3.97,4.5,1.17,5.51,12,3,50.24,9,30.17
21,Female,2.81,7,3.07,0.41,36,14,97.04,6,54
22,Female,6.55,8.65,2.54,3.94,25,1,85.1,4,59.25
19,Female,5.43,3.3,2.04,5.85,1,7,41.74,4,44.37
24,Female,3.88,5.89,3.4,4.64,114,9,74.7,10,35.03
29,Female,6.66,8.11,7.54,3.69,62,0,40.61,6,67.11
17,Male,6.05,5.4,6.75,4.96,86,5,87.92,9,33.3
22,Male,9.11,3.29,4.18,1.05,74,15,56.14,4,73.84
20,Female,6.17,7.14,3.19,5.2,65,11,79.68,5,55.22
17,Female,5.32,3.84,3.46,5.75,5,15,41.61,8,33.41
23,Female,8.32,5.59,2.02,5.36,57,6,58.96,2,59.34
25,Other,2.42,9.93,5.26,0.6,47,10,49.03,2,52.75
29,Female,2.81,5.79,2.11,0.71,73,1,59.11,1,31
20,Male,7.94,8.9,0.89,5.64,53,11,88.87,9,66.06
20,Female,4.7,9.02,2.57,3.56,62,10,94.94,2,51.33
22,Male,4.39,4.84,3.9,1.63,71,5,96.39,4,38.12
28,Male,8.93,7.17,5.83,4.7,48,4,87.7,2,86.28
19,Male,6.3,9.63,3.9,0.83,12,11,66.74,5,57.91
29,Female,8.13,7.24,0.28,1.55,4,2,61.21,7,56.61
28,Other,8.19,8.69,5.63,4.29,86,4,75.4,4,69.54
22,Male,1.64,6.24,6.19,0.2,85,5,43.39,4,19.26
23,Male,6.71,8.04,0.82,2.02,93,5,93.83,7,66.03
27,Female,9.55,3.15,5.77,0.77,101,0,70.26,1,81.06
26,Female,5.06,8.51,5.25,1.83,33,13,98.42,5,63.37
26,Female,7.46,7.7,3.12,5.36,3,11,50.22,9,47.3
19,Female,5.88,5.51,6.37,3,73,1,74.25,10,40.2
23,Female,2.45,5.92,5.68,0.5,88,5,97.53,9,49.24
19,Male,2.35,5.29,4.55,1.08,106,4,57.8,6,41.91
29,Male,4.62,6.67,6.1,4.63,73,12,79.72,1,39.05
29,Male,5.09,3.76,3.49,0.68,33,10,70.41,2,53.24
18,Female,5.28,8.91,4.87,2.94,103,4,96.17,10,59.71
28,Male,9.57,6.35,0.33,2.54,16,10,78.59,5,71.5
26,Female,1.45,3.3,3.61,1.56,92,11,85.53,5,38.85
20,Male,4.12,6.87,4.84,5.59,89,6,65.38,2,48.81
28,Male,5.39,9.51,0.03,0.99,0,14,62.95,6,47.84
24,Male,9.65,3.61,3.18,3.28,115,10,50.41,6,50.69
29,Male,5.29,3.86,4.27,2.83,36,9,56.05,1,48.47
25,Male,7.87,5.71,2.96,0.3,7,5,61.26,5,75.79
23,Female,7.62,8.15,2.9,4.97,24,7,56.75,8,58.37
17,Male,5.88,7.23,6.87,2.4,71,19,75.08,7,48.25
19,Female,1.74,6.21,7.72,4.88,77,7,54.77,8,34.65
29,Male,2.58,9.95,0.77,0.18,45,8,48.76,8,27.94
28,Female,2.78,4.3,7.29,2.49,78,14,88.29,9,36.54
25,Female,0.87,8.75,3.03,4.12,117,14,66.38,3,28.4
28,Other,4.1,3.87,1.9,4.86,82,15,74.88,2,54.31
17,Male,6.3,4.26,1.2,1.61,104,8,75.53,9,39.3
25,Male,1.87,5.07,5.98,0.02,94,10,92.38,1,50.3
24,Female,2.16,9.11,5.79,2.84,46,11,74.49,5,47.79
17,Male,7.22,6.11,0.76,0.23,11,4,56.24,3,49.62
22,Female,2.11,5.77,7.68,5.63,61,5,99.65,10,46.53
21,Male,1.79,6.44,0.58,1.23,83,9,47.09,1,31.96
22,Female,9.79,7.42,3.98,4.06,20,2,91.95,7,78.68
26,Male,0.64,5.96,5.16,3.1,76,19,82.44,8,35.8
28,Female,3.59,9.74,7.11,3.58,62,14,47.33,10,61.89
29,Female,0.83,3.95,2.16,5.7,103,12,60.42,7,5.29
29,Male,8.46,6.33,2.14,4.9,30,4,97.99,1,76.9
29,Male,6.04,5.91,6.25,3.62,71,16,82.89,5,68.72
21,Male,0.96,7.85,3.29,3.65,54,5,89.29,2,52.23
22,Female,6.35,9.74,1.65,1.91,111,3,53.72,5,61.01
21,Male,1.67,5.02,0.17,0.09,80,7,46.99,9,15.13
27,Male,5.21,9.69,5.97,1.28,25,1,97.79,5,77.61
28,Female,6.86,8.79,0.12,1.96,118,2,71.36,7,47.16
21,Male,1.91,8.67,5.1,1.96,109,5,47.61,3,40.74
20,Male,5.22,3.51,3.43,2.55,10,14,75.16,5,37.63
19,Male,4.85,9.58,5.08,1.38,41,17,85.58,3,57.9
19,Female,9.2,8.87,6.08,4.62,115,0,52.27,9,74.2
20,Other,9.96,7.79,5.18,1.13,7,9,45.24,5,77.19
25,Male,6.72,3.9,3.73,4.81,110,15,88.57,4,52.03
18,Female,8.62,5.94,7.26,3.37,3,8,78.14,9,44.98
25,Male,6.65,8.88,0.03,2.76,94,16,43.03,1,71.59
17,Male,8.82,6.06,0.38,2.01,28,8,52.68,1,54.4
17,Female,4.62,6.06,3.89,0.74,116,13,74.57,2,47.15
21,Male,6.28,4.89,1.98,4.83,107,15,98.01,2,62.24
22,Female,8.53,3.36,3.44,2.98,3,16,51.85,10,51
22,Female,9.22,6.59,2.3,1.26,115,14,52.14,4,59.62
19,Female,0.73,8.42,1.85,5.82,63,12,71.58,1,25.31
23,Male,1.49,4.02,7.38,1.04,119,7,94.05,4,20.57
25,Male,9.35,9.26,1.73,2.19,96,2,99.73,1,86.87
27,Other,5.9,6.89,0.73,1.83,78,15,41.61,6,41.67
28,Male,9.91,8.69,1.81,1.05,86,13,79.58,3,71.37
26,Female,8.03,7.67,3.42,3.55,70,15,48.38,9,48.04
24,Male,8.27,3.94,1.79,0.1,0,17,57.55,2,69.53
22,Male,4.17,9.35,0.78,4.97,4,5,40.74,6,46.72
28,Male,2.95,8.03,2.15,4.21,109,4,64.63,8,38.52
24,Female,6.18,3.25,7.25,1.45,86,19,75.64,4,57.49
28,Female,8.85,7.06,6.02,4.98,111,2,40.49,4,56.22
21,Male,7.39,6.36,1.87,5.38,70,5,66.78,8,49.93
24,Female,4.99,9.01,4.86,4.4,117,4,59.08,10,48.77
